Сервис,Уровень,Аккаунтов,Стоимость без НДС,Стоимость 1 аккаунта,Минут,Период,Примечание,Итого стоимость с НДС с учетом количества аккаунтов,цена,Unnamed: 10,Unnamed: 11,Аккаунтов.1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Пользователей,Unnamed: 26,Уровень.1,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,цена1,Unnamed: 47,Unnamed: 48,Аккаунтов.2,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
Предприятие ПРОФ,Минимальный,8.0,25.29,30.35,60,2025-10-01,,242.78,,Доппакет ЛД Podpis,(пусто),,,,,,,,,,,14.9,,,,Комплекс коммерческий Главный Бухгалтер ПРОФ,,5,5,3,,,,(пусто),Доппакет ЛД Podpis,-,,,,,,,,,,,Доппакет ЛД Podpis,(пусто),,,,,,,,,,,12.42
Предприятие ПРОФ,Минимальный,9.0,22.8,27.36,60,2025-10-01,,246.24,,Доппакет ЛД Накладные,(пусто),,,,,,,,,,,14.9,,,,Комплекс коммерческий Предприятие,5,10,10,,,,,(пусто),Доппакет ЛД Накладные,-,,,,,,,,,,,Доппакет ЛД Накладные,(пусто),,,,,,,,,,,12.42
Предприятие ПРОФ,Минимальный,10.0,20.77,24.92,60,2025-10-01,,249.24,2025-08-01 00:00:00,VIP Предприятие,Минимальный,65.41,59.98,54.96,50.45,46.22,42.4,38.17,34.34,30.91,28.13,,,,,Комплекс коммерческий Предприятие ПРОФ,10,10,10,,,,,Общий итог,,,,,,,,,,,,2025-08-01 00:00:00,VIP Предприятие,Минимальный,54.51,49.98,45.8,42.04,38.52,35.33,31.81,28.62,25.76,23.44,
VIP Предприятие,Эксперт,1.0,748.75,898.5,800,2025-10-01,,898.5,,,Оптимальный,535.51,472.92,417.58,368.68,325.44,287.26,253.27,226.03,205.21,191.2,,,,,Комплекс коммерческий VIP Предприятие,10,10,10,,,,,,,,,,,,,,,,,,,Оптимальный,446.26,394.1,347.98,307.23,271.2,239.38,211.06,188.36,171.01,159.33,
VIP Предприятие,Эксперт,2.0,664.03,796.84,800,2025-10-01,,1593.67,,,Эксперт,866.6,767.05,678.94,600.9,531.76,470.44,415.87,372.07,338.5,316.18,,,,,Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),,,1,,,,,,,,,,,,,,,,,,,Эксперт,722.17,639.21,565.78,500.75,443.13,392.03,346.56,310.06,282.08,263.48,
VIP Предприятие,Эксперт,3.0,588.9,706.68,800,2025-10-01,,2120.04,,Главный Бухгалтер ПРОФ,Оптимальный,143.46,119.29,92.93,80.44,69.36,,,,,,,,,,Комплекс коммерческий Предприятие (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,Главный Бухгалтер ПРОФ,Оптимальный,119.55,99.41,77.44,67.03,57.8,,,,,,
VIP Предприятие,Эксперт,4.0,522.24,626.69,800,2025-10-01,,2506.75,,,Эксперт,241.07,200.8,156.85,136.08,117.62,,,,,,,,,,Комплекс коммерческий Предприятие ПРОФ (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,,Эксперт,200.89,167.33,130.71,113.4,98.02,,,,,,
VIP Предприятие,Эксперт,5.0,463.05,555.66,800,2025-10-01,,2778.3,,,Базовый,37.5,34.43,34.16,,,,,,,,,,,,Комплекс коммерческий VIP Предприятие (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,,Базовый,31.25,28.69,28.47,,,,,,,,
VIP Предприятие,Эксперт,6.0,410.45,492.54,800,2025-10-01,,2955.24,,Предприятие,Минимальный,43.31,39.73,39.47,39.25,38.95,,,,,,,,,,"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",,1,1,1,1,,,,,,,,,,,,,,,,Предприятие,Минимальный,36.09,33.11,32.89,32.71,32.46,,,,,,
VIP Предприятие,Эксперт,7.0,362.85,435.42,800,2025-10-01,,3047.94,,,Оптимальный,164.45,136.63,106.45,92.11,79.39,78.88,76.91,74.99,73.1,71.3,,,,,"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",,1,1,1,1,,,,,,,,,,,,,,,,,Оптимальный,137.04,113.86,88.71,76.76,66.16,65.73,64.09,62.49,60.92,59.42,
VIP Предприятие,Эксперт,8.0,324.63,389.56,800,2025-10-01,,3116.45,,,Эксперт,297.07,247.52,193.32,167.68,144.91,143.94,140.36,136.82,133.4,130.07,,,,,"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",,1,1,1,1,,,,,,,,,,,,,,,,,Эксперт,247.56,206.27,161.1,139.73,120.76,119.95,116.97,114.02,111.17,108.39,
VIP Предприятие,Эксперт,9.0,295.34,354.41,800,2025-10-01,,3189.67,,Предприятие ПРОФ,Минимальный,56.24,51.59,47.33,43.33,39.74,36.47,32.81,29.5,26.59,24.23,,,,,"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",,1,1,1,1,,,,,,,,,,,,,,,,Предприятие ПРОФ,Минимальный,46.87,42.99,39.44,36.11,33.12,30.39,27.34,24.58,22.16,20.19,
VIP Предприятие,Эксперт,10.0,275.86,331.03,800,2025-10-01,,3310.32,,,Оптимальный,325.04,270.11,210.47,182.23,157.09,138.64,122.17,109.07,99.02,92.26,,,,,Доппакет ЛД Podpis,,,,,,,,,,,,,,,,,,,,,,Оптимальный,270.87,225.09,175.39,151.86,130.91,115.53,101.81,90.89,82.52,76.88,
VIP Предприятие,Оптимальный,1.0,459.05,550.86,400,2025-10-01,,550.86,,,Эксперт,685.51,571.18,446.0,387.05,334.4,295.93,261.48,233.92,212.99,199.0,,,,,Доппакет ЛД Накладные,,,,,,,,,,,,,,,,,,,,,,Эксперт,571.26,475.98,371.67,322.54,278.67,246.61,217.9,194.93,177.49,165.83,
VIP Предприятие,Оптимальный,2.0,406.2,487.44,400,2025-10-01,,974.88,,Предприятие (1 пользователь),Минимальный,100.56,,,,,,,,,,,,,2025-10-01 00:00:00,VIP Предприятие,10,10,10,,,,,,,,,,,,,,,,,,Предприятие (1 пользователь),Минимальный,83.8,,,,,,,,,,
VIP Предприятие,Оптимальный,3.0,359.37,431.24,400,2025-10-01,,1293.73,,,Оптимальный,239.05,,,,,,,,,,,,,,Главный Бухгалтер ПРОФ,,5,5,3,,,,,,,,,,,,,,,,,,Оптимальный,199.21,,,,,,,,,,
VIP Предприятие,Оптимальный,4.0,317.91,381.49,400,2025-10-01,,1525.97,,,Эксперт,605.09,,,,,,,,,,,,,,Главный Бухгалтер ПРОФ (1 пользователь),,,1,,,,,,,,,,,,,,,,,,,Эксперт,504.24,,,,,,,,,,
VIP Предприятие,Оптимальный,5.0,281.17,337.4,400,2025-10-01,,1687.02,,Предприятие ПРОФ (1 пользователь),Минимальный,179.6,,,,,,,,,,,,,,Предприятие,5,10,10,,,,,,,,,,,,,,,,,,Предприятие ПРОФ (1 пользователь),Минимальный,149.67,,,,,,,,,,
VIP Предприятие,Оптимальный,6.0,248.67,298.4,400,2025-10-01,,1790.42,,,Оптимальный,427.36,,,,,,,,,,,,,,Предприятие (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,,Оптимальный,356.13,,,,,,,,,,
VIP Предприятие,Оптимальный,7.0,219.25,263.1,400,2025-10-01,,1841.7,,,Эксперт,1108.51,,,,,,,,,,,,,,Предприятие ПРОФ,10,10,10,,,,,,,,,,,,,,,,,,,Эксперт,923.76,,,,,,,,,,
VIP Предприятие,Оптимальный,8.0,195.68,234.82,400,2025-10-01,,1878.53,,Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,476.42,,,,,,,,,,,,,,Предприятие ПРОФ (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,397.02,,,,,,,,,,
VIP Предприятие,Оптимальный,9.0,177.65,213.18,400,2025-10-01,,1918.62,,VIP Предприятие (1 пользователь),Минимальный,381.05,,,,,,,,,,,,,,VIP Предприятие (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,VIP Предприятие (1 пользователь),Минимальный,317.54,,,,,,,,,,
VIP Предприятие,Оптимальный,10.0,165.52,198.62,400,2025-10-01,,1986.24,,,Оптимальный,875.0,,,,,,,,,,,,,,Доппакет НМВ,,,,,,,,,,,,,,,,,,,,,,Оптимальный,729.17,,,,,,,,,,
VIP Предприятие,Минимальный,1.0,55.63,66.76,60,2025-10-01,,66.76,,,Эксперт,2247.71,,,,,,,,,,,,,,Доппакет НОВ,,,,,,,,,,,,,,,,,,,,,,Эксперт,1873.09,,,,,,,,,,
VIP Предприятие,Минимальный,2.0,51.11,61.33,60,2025-10-01,,122.66,,Доппакет НМВ,(пусто),,,,,,,,,,,15.82,,,,Доппакет МВ Комплекс,,,,,,,,,,,,,,,,,,,,,Доппакет НМВ,(пусто),,,,,,,,,,,13.18
VIP Предприятие,Минимальный,3.0,46.92,56.3,60,2025-10-01,,168.91,,Доппакет НОВ,(пусто),,,,,,,,,,,15.35,,,,Доппакет ОВ Комплекс,,,,,,,,,,,,,,,,,,,,,Доппакет НОВ,(пусто),,,,,,,,,,,12.79
VIP Предприятие,Минимальный,4.0,43.16,51.79,60,2025-10-01,,207.17,,Доппакет МВ Комплекс,(пусто),,,,,,,,,,,15.82,,,,Комплекс коммерческий Главный Бухгалтер ПРОФ,,5,5,3,,,,,,,,,,,,,,,,,Доппакет МВ Комплекс,(пусто),,,,,,,,,,,13.18
VIP Предприятие,Минимальный,5.0,39.63,47.56,60,2025-10-01,,237.78,,Доппакет ОВ Комплекс,(пусто),,,,,,,,,,,15.35,,,,Комплекс коммерческий Предприятие,5,10,10,,,,,,,,,,,,,,,,,,Доппакет ОВ Комплекс,(пусто),,,,,,,,,,,12.79
VIP Предприятие,Минимальный,6.0,36.42,43.7,60,2025-10-01,,262.22,,Комплекс коммерческий Главный Бухгалтер ПРОФ,Оптимальный,143.46,119.29,92.93,80.44,69.36,,,,,,,,,,Комплекс коммерческий Предприятие ПРОФ,10,10,10,,,,,,,,,,,,,,,,,,Комплекс коммерческий Главный Бухгалтер ПРОФ,Оптимальный,119.55,99.41,77.44,67.03,57.8,,,,,,
VIP Предприятие,Минимальный,7.0,32.79,39.35,60,2025-10-01,,275.44,,,Эксперт,241.07,200.8,156.85,136.08,117.62,,,,,,,,,,Комплекс коммерческий VIP Предприятие,10,10,10,,,,,,,,,,,,,,,,,,,Эксперт,200.89,167.33,130.71,113.4,98.02,,,,,,
VIP Предприятие,Минимальный,8.0,29.5,35.4,60,2025-10-01,,283.2,,,Базовый,37.5,34.43,34.16,,,,,,,,,,,,Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),,,1,,,,,,,,,,,,,,,,,,,Базовый,31.25,28.69,28.47,,,,,,,,
VIP Предприятие,Минимальный,9.0,26.55,31.86,60,2025-10-01,,286.74,,Комплекс коммерческий Предприятие,Минимальный,43.31,39.73,39.47,39.25,38.95,,,,,,,,,,Комплекс коммерческий Предприятие (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,Комплекс коммерческий Предприятие,Минимальный,36.09,33.11,32.89,32.71,32.46,,,,,,
VIP Предприятие,Минимальный,10.0,24.16,28.99,60,2025-10-01,,289.92,,,Оптимальный,164.45,136.63,106.45,92.11,79.39,78.88,76.91,74.99,73.1,71.3,,,,,Комплекс коммерческий Предприятие ПРОФ (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,,Оптимальный,137.04,113.86,88.71,76.76,66.16,65.73,64.09,62.49,60.92,59.42,
Доппакет НМВ,,,13.8,16.56,60,2025-10-01,,16.56,,,Эксперт,297.07,247.52,193.32,167.68,144.91,143.94,140.36,136.82,133.4,130.07,,,,,Комплекс коммерческий VIP Предприятие (1 пользователь),1,1,1,,,,,,,,,,,,,,,,,,,Эксперт,247.56,206.27,161.1,139.73,120.76,119.95,116.97,114.02,111.17,108.39,
Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,1.0,406.4,487.68,800,2025-10-01,,487.68,,Комплекс коммерческий Предприятие ПРОФ,Минимальный,56.24,51.59,47.33,43.33,39.74,36.47,32.81,29.5,26.59,24.23,,,,,"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",,1,1,1,1,,,,,,,,,,,,,,,,Комплекс коммерческий Предприятие ПРОФ,Минимальный,46.87,42.99,39.44,36.11,33.12,30.39,27.34,24.58,22.16,20.19,
Предприятие (1 пользователь),Эксперт,1.0,518.19,621.83,800,2025-10-01,,621.83,,,Оптимальный,325.04,270.11,210.47,182.23,157.09,138.64,122.17,109.07,99.02,92.26,,,,,"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",,1,1,1,1,,,,,,,,,,,,,,,,,Оптимальный,270.87,225.09,175.39,151.86,130.91,115.53,101.81,90.89,82.52,76.88,
Предприятие (1 пользователь),Оптимальный,1.0,203.12,243.74,400,2025-10-01,,243.74,,,Эксперт,685.51,571.18,446.0,387.05,334.4,295.93,261.48,233.92,212.99,199.0,,,,,"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",,1,1,1,1,,,,,,,,,,,,,,,,,Эксперт,571.26,475.98,371.67,322.54,278.67,246.61,217.9,194.93,177.49,165.83,
Предприятие (1 пользователь),Минимальный,1.0,84.77,101.72,60,2025-10-01,,101.72,,Комплекс коммерческий VIP Предприятие,Минимальный,65.41,59.98,54.96,50.45,46.22,42.4,38.17,34.34,30.91,28.13,,,,,"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",,1,1,1,1,,,,,,,,,,,,,,,,Комплекс коммерческий VIP Предприятие,Минимальный,54.51,49.98,45.8,42.04,38.52,35.33,31.81,28.62,25.76,23.44,
Предприятие ПРОФ (1 пользователь),Эксперт,1.0,955.87,1147.04,800,2025-10-01,,1147.04,,,Оптимальный,535.51,472.92,417.58,368.68,325.44,287.26,253.27,226.03,205.21,191.2,,,,,Доппакет ЛД Podpis,,,,,,,,,,,,,,,,,,,,,,Оптимальный,446.26,394.1,347.98,307.23,271.2,239.38,211.06,188.36,171.01,159.33,
Предприятие ПРОФ (1 пользователь),Оптимальный,1.0,365.61,438.73,400,2025-10-01,,438.73,,,Эксперт,866.6,767.05,678.94,600.9,531.76,470.44,415.87,372.07,338.5,316.18,,,,,Доппакет ЛД Накладные,,,,,,,,,,,,,,,,,,,,,,Эксперт,722.17,639.21,565.78,500.75,443.13,392.03,346.56,310.06,282.08,263.48,
Предприятие ПРОФ (1 пользователь),Минимальный,1.0,152.45,182.94,60,2025-10-01,,182.94,,Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,476.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,397.02,,,,,,,,,,
VIP Предприятие (1 пользователь),Эксперт,1.0,1942.01,2330.41,800,2025-10-01,,2330.41,,Комплекс коммерческий Предприятие (1 пользователь),Минимальный,100.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Предприятие (1 пользователь),Минимальный,83.8,,,,,,,,,,
VIP Предприятие (1 пользователь),Оптимальный,1.0,750.07,900.08,400,2025-10-01,,900.08,,,Оптимальный,239.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,199.21,,,,,,,,,,
VIP Предприятие (1 пользователь),Минимальный,1.0,324.07,388.88,60,2025-10-01,,388.88,,,Эксперт,605.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,504.24,,,,,,,,,,
Доппакет НОВ,,,13.39,16.07,60,2025-10-01,,16.07,,Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Минимальный,179.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Минимальный,149.67,,,,,,,,,,
